Sex,Age,Region,Frequency,TIME_PERIOD,OVALUE
Females,All ages,Australian Capital Territory,Quarterly,2020-Q4,226764
Females,All ages,Australian Capital Territory,Quarterly,2021-Q1,227650
Females,All ages,Australian Capital Territory,Quarterly,2021-Q2,229147
Females,All ages,Australian Capital Territory,Quarterly,2021-Q3,229431
Females,All ages,Australian Capital Territory,Quarterly,2021-Q4,230743
Females,All ages,Australian Capital Territory,Quarterly,2022-Q1,232485
Females,All ages,Australian Capital Territory,Quarterly,2022-Q2,233328
Females,All ages,Australian Capital Territory,Quarterly,2022-Q3,234815
Females,All ages,Australian Capital Territory,Quarterly,2022-Q4,235741
Females,All ages,Australian Capital Territory,Quarterly,2023-Q1,237511
Females,All ages,Australian Capital Territory,Quarterly,2023-Q2,238699
Females,All ages,Australian Capital Territory,Quarterly,2023-Q3,240116
Females,All ages,Australian Capital Territory,Quarterly,2023-Q4,240867
Males,All ages,Australian Capital Territory,Quarterly,2014-Q1,192656
Males,All ages,Australian Capital Territory,Quarterly,2014-Q2,192913
Males,All ages,Australian Capital Territory,Quarterly,2014-Q3,193786
Males,All ages,Australian Capital Territory,Quarterly,2014-Q4,194291
Males,All ages,Australian Capital Territory,Quarterly,2015-Q1,195574
Males,All ages,Australian Capital Territory,Quarterly,2015-Q2,196237
Males,All ages,Australian Capital Territory,Quarterly,2015-Q3,197122
Males,All ages,Australian Capital Territory,Quarterly,2015-Q4,197696
Males,All ages,Australian Capital Territory,Quarterly,2016-Q1,199141
Males,All ages,Australian Capital Territory,Quarterly,2016-Q2,199780
Males,All ages,Australian Capital Territory,Quarterly,2016-Q3,201226
Males,All ages,Australian Capital Territory,Quarterly,2016-Q4,202502
Males,All ages,Australian Capital Territory,Quarterly,2017-Q1,204507
Males,All ages,Australian Capital Territory,Quarterly,2017-Q2,205448
Males,All ages,Australian Capital Territory,Quarterly,2017-Q3,206965
Males,All ages,Australian Capital Territory,Quarterly,2017-Q4,207866
Males,All ages,Australian Capital Territory,Quarterly,2018-Q1,209495
Males,All ages,Australian Capital Territory,Quarterly,2018-Q2,210616
Males,All ages,Australian Capital Territory,Quarterly,2018-Q3,211661
Males,All ages,Australian Capital Territory,Quarterly,2018-Q4,212822
Males,All ages,Australian Capital Territory,Quarterly,2019-Q1,214268
Males,All ages,Australian Capital Territory,Quarterly,2019-Q2,215222
Males,All ages,Australian Capital Territory,Quarterly,2019-Q3,216702
Males,All ages,Australian Capital Territory,Quarterly,2019-Q4,217500
Males,All ages,Australian Capital Territory,Quarterly,2020-Q1,218709
Males,All ages,Australian Capital Territory,Quarterly,2020-Q2,219576
Males,All ages,Australian Capital Territory,Quarterly,2020-Q3,219997
Males,All ages,Australian Capital Territory,Quarterly,2020-Q4,220886
Males,All ages,Australian Capital Territory,Quarterly,2021-Q1,221923
Males,All ages,Australian Capital Territory,Quarterly,2021-Q2,223361
Males,All ages,Australian Capital Territory,Quarterly,2021-Q3,223967
Males,All ages,Australian Capital Territory,Quarterly,2021-Q4,225262
Males,All ages,Australian Capital Territory,Quarterly,2022-Q1,227071
Males,All ages,Australian Capital Territory,Quarterly,2022-Q2,227934
Males,All ages,Australian Capital Territory,Quarterly,2022-Q3,229200
Males,All ages,Australian Capital Territory,Quarterly,2022-Q4,230132
Males,All ages,Australian Capital Territory,Quarterly,2023-Q1,231674
Males,All ages,Australian Capital Territory,Quarterly,2023-Q2,232641
Males,All ages,Australian Capital Territory,Quarterly,2023-Q3,233701
Males,All ages,Australian Capital Territory,Quarterly,2023-Q4,233995
Persons,All ages,Australian Capital Territory,Quarterly,2014-Q1,388190
Persons,All ages,Australian Capital Territory,Quarterly,2014-Q2,388799
Persons,All ages,Australian Capital Territory,Quarterly,2014-Q3,390654
Persons,All ages,Australian Capital Territory,Quarterly,2014-Q4,391981
Persons,All ages,Australian Capital Territory,Quarterly,2015-Q1,394491
Persons,All ages,Australian Capital Territory,Quarterly,2015-Q2,395813
Persons,All ages,Australian Capital Territory,Quarterly,2015-Q3,397540
Persons,All ages,Australian Capital Territory,Quarterly,2015-Q4,398874
Persons,All ages,Australian Capital Territory,Quarterly,2016-Q1,401673
Persons,All ages,Australian Capital Territory,Quarterly,2016-Q2,403104
Persons,All ages,Australian Capital Territory,Quarterly,2016-Q3,406040
Persons,All ages,Australian Capital Territory,Quarterly,2016-Q4,408878
Persons,All ages,Australian Capital Territory,Quarterly,2017-Q1,413017
Persons,All ages,Australian Capital Territory,Quarterly,2017-Q2,415046
Persons,All ages,Australian Capital Territory,Quarterly,2017-Q3,417964
Persons,All ages,Australian Capital Territory,Quarterly,2017-Q4,420226
Persons,All ages,Australian Capital Territory,Quarterly,2018-Q1,423810
Persons,All ages,Australian Capital Territory,Quarterly,2018-Q2,426081
Persons,All ages,Australian Capital Territory,Quarterly,2018-Q3,428417
Persons,All ages,Australian Capital Territory,Quarterly,2018-Q4,430758
Persons,All ages,Australian Capital Territory,Quarterly,2019-Q1,433801
Persons,All ages,Australian Capital Territory,Quarterly,2019-Q2,435730
Persons,All ages,Australian Capital Territory,Quarterly,2019-Q3,438633
Persons,All ages,Australian Capital Territory,Quarterly,2019-Q4,440267
Persons,All ages,Australian Capital Territory,Quarterly,2020-Q1,443035
Persons,All ages,Australian Capital Territory,Quarterly,2020-Q2,444903
Persons,All ages,Australian Capital Territory,Quarterly,2020-Q3,445749
Persons,All ages,Australian Capital Territory,Quarterly,2020-Q4,447650
Persons,All ages,Australian Capital Territory,Quarterly,2021-Q1,449573
Persons,All ages,Australian Capital Territory,Quarterly,2021-Q2,452508
Persons,All ages,Australian Capital Territory,Quarterly,2021-Q3,453398
Persons,All ages,Australian Capital Territory,Quarterly,2021-Q4,456005
Persons,All ages,Australian Capital Territory,Quarterly,2022-Q1,459556
Persons,All ages,Australian Capital Territory,Quarterly,2022-Q2,461262
Persons,All ages,Australian Capital Territory,Quarterly,2022-Q3,464015
Persons,All ages,Australian Capital Territory,Quarterly,2022-Q4,465873
Persons,All ages,Australian Capital Territory,Quarterly,2023-Q1,469185
Persons,All ages,Australian Capital Territory,Quarterly,2023-Q2,471340
Persons,All ages,Australian Capital Territory,Quarterly,2023-Q3,473817
Persons,All ages,Australian Capital Territory,Quarterly,2023-Q4,474862
Females,All ages,New South Wales,Quarterly,2014-Q1,3773570
Females,All ages,New South Wales,Quarterly,2014-Q2,3784138
Females,All ages,New South Wales,Quarterly,2014-Q3,3798558
Females,All ages,New South Wales,Quarterly,2014-Q4,3812110
Females,All ages,New South Wales,Quarterly,2015-Q1,3828816
Females,All ages,New South Wales,Quarterly,2015-Q2,3839594
Females,All ages,New South Wales,Quarterly,2015-Q3,3854608
Females,All ages,New South Wales,Quarterly,2015-Q4,3868112
Females,All ages,New South Wales,Quarterly,2016-Q1,3886003
Females,All ages,New South Wales,Quarterly,2016-Q2,3899051
Females,All ages,New South Wales,Quarterly,2016-Q3,3916574
Females,All ages,New South Wales,Quarterly,2016-Q4,3930264
Females,All ages,New South Wales,Quarterly,2017-Q1,3948484
Females,All ages,New South Wales,Quarterly,2017-Q2,3958486
Females,All ages,New South Wales,Quarterly,2017-Q3,3972459
Females,All ages,New South Wales,Quarterly,2017-Q4,3979645
Females,All ages,New South Wales,Quarterly,2018-Q1,3995032
Females,All ages,New South Wales,Quarterly,2018-Q2,4003713
Females,All ages,New South Wales,Quarterly,2018-Q3,4017965
Females,All ages,New South Wales,Quarterly,2018-Q4,4027298
Females,All ages,New South Wales,Quarterly,2019-Q1,4041105
Females,All ages,New South Wales,Quarterly,2019-Q2,4047296
Females,All ages,New South Wales,Quarterly,2019-Q3,4059563
Females,All ages,New South Wales,Quarterly,2019-Q4,4068863
Females,All ages,New South Wales,Quarterly,2020-Q1,4081000
Females,All ages,New South Wales,Quarterly,2020-Q2,4079900
Females,All ages,New South Wales,Quarterly,2020-Q3,4073875
Females,All ages,New South Wales,Quarterly,2020-Q4,4071840
Females,All ages,New South Wales,Quarterly,2021-Q1,4070456
Females,All ages,New South Wales,Quarterly,2021-Q2,4071669
Females,All ages,New South Wales,Quarterly,2021-Q3,4071894
Females,All ages,New South Wales,Quarterly,2021-Q4,4081520
Females,All ages,New South Wales,Quarterly,2022-Q1,4099545
Females,All ages,New South Wales,Quarterly,2022-Q2,4112891
Females,All ages,New South Wales,Quarterly,2022-Q3,4133645
Females,All ages,New South Wales,Quarterly,2022-Q4,4153379
Females,All ages,New South Wales,Quarterly,2023-Q1,4179331
Females,All ages,New South Wales,Quarterly,2023-Q2,4197888
Females,All ages,New South Wales,Quarterly,2023-Q3,4222124
Females,All ages,New South Wales,Quarterly,2023-Q4,4238621
Persons,All ages,New South Wales,Quarterly,2014-Q1,7487834
Persons,All ages,New South Wales,Quarterly,2014-Q2,7508353
Persons,All ages,New South Wales,Quarterly,2014-Q3,7536277
Persons,All ages,New South Wales,Quarterly,2014-Q4,7562171
Persons,All ages,New South Wales,Quarterly,2015-Q1,7595731
Persons,All ages,New South Wales,Quarterly,2015-Q2,7616168
Persons,All ages,New South Wales,Quarterly,2015-Q3,7645324
Persons,All ages,New South Wales,Quarterly,2015-Q4,7671401
Persons,All ages,New South Wales,Quarterly,2016-Q1,7707412
Persons,All ages,New South Wales,Quarterly,2016-Q2,7732858
Persons,All ages,New South Wales,Quarterly,2016-Q3,7767915
Persons,All ages,New South Wales,Quarterly,2016-Q4,7795625
Persons,All ages,New South Wales,Quarterly,2017-Q1,7833463
Persons,All ages,New South Wales,Quarterly,2017-Q2,7855316
Persons,All ages,New South Wales,Quarterly,2017-Q3,7884752
Persons,All ages,New South Wales,Quarterly,2017-Q4,7900946
Persons,All ages,New South Wales,Quarterly,2018-Q1,7934688
Persons,All ages,New South Wales,Quarterly,2018-Q2,7954476
Persons,All ages,New South Wales,Quarterly,2018-Q3,7984525
Persons,All ages,New South Wales,Quarterly,2018-Q4,8003564
Persons,All ages,New South Wales,Quarterly,2019-Q1,8032991
Persons,All ages,New South Wales,Quarterly,2019-Q2,8046748
Persons,All ages,New South Wales,Quarterly,2019-Q3,8071350
Persons,All ages,New South Wales,Quarterly,2019-Q4,8088361
Persons,All ages,New South Wales,Quarterly,2020-Q1,8112001
Persons,All ages,New South Wales,Quarterly,2020-Q2,8110610
Persons,All ages,New South Wales,Quarterly,2020-Q3,8098905
Persons,All ages,New South Wales,Quarterly,2020-Q4,8094300
Persons,All ages,New South Wales,Quarterly,2021-Q1,8093015
Persons,All ages,New South Wales,Quarterly,2021-Q2,8097062
Persons,All ages,New South Wales,Quarterly,2021-Q3,8096719
Persons,All ages,New South Wales,Quarterly,2021-Q4,8117057
Persons,All ages,New South Wales,Quarterly,2022-Q1,8153203
Persons,All ages,New South Wales,Quarterly,2022-Q2,8182098
Persons,All ages,New South Wales,Quarterly,2022-Q3,8223908
Persons,All ages,New South Wales,Quarterly,2022-Q4,8264048
Persons,All ages,New South Wales,Quarterly,2023-Q1,8317329
Persons,All ages,New South Wales,Quarterly,2023-Q2,8356387
Persons,All ages,New South Wales,Quarterly,2023-Q3,8406338
Persons,All ages,New South Wales,Quarterly,2023-Q4,8437334
Males,All ages,New South Wales,Quarterly,2014-Q1,3714264
Males,All ages,New South Wales,Quarterly,2014-Q2,3724215
Males,All ages,New South Wales,Quarterly,2014-Q3,3737719
Males,All ages,New South Wales,Quarterly,2014-Q4,3750061
Males,All ages,New South Wales,Quarterly,2015-Q1,3766915
Males,All ages,New South Wales,Quarterly,2015-Q2,3776574
Males,All ages,New South Wales,Quarterly,2015-Q3,3790716
Males,All ages,New South Wales,Quarterly,2015-Q4,3803289
Males,All ages,New South Wales,Quarterly,2016-Q1,3821409
Males,All ages,New South Wales,Quarterly,2016-Q2,3833807
Males,All ages,New South Wales,Quarterly,2016-Q3,3851341
Males,All ages,New South Wales,Quarterly,2016-Q4,3865361
Males,All ages,New South Wales,Quarterly,2017-Q1,3884979
Males,All ages,New South Wales,Quarterly,2017-Q2,3896830
Males,All ages,New South Wales,Quarterly,2017-Q3,3912293
Males,All ages,New South Wales,Quarterly,2017-Q4,3921301
Males,All ages,New South Wales,Quarterly,2018-Q1,3939656
Males,All ages,New South Wales,Quarterly,2018-Q2,3950763
Males,All ages,New South Wales,Quarterly,2018-Q3,3966560
Males,All ages,New South Wales,Quarterly,2018-Q4,3976266
Males,All ages,New South Wales,Quarterly,2019-Q1,3991886
Males,All ages,New South Wales,Quarterly,2019-Q2,3999452
Males,All ages,New South Wales,Quarterly,2019-Q3,4011787
Males,All ages,New South Wales,Quarterly,2019-Q4,4019498
Males,All ages,New South Wales,Quarterly,2020-Q1,4031001
Males,All ages,New South Wales,Quarterly,2020-Q2,4030710
Males,All ages,New South Wales,Quarterly,2020-Q3,4025030
Males,All ages,New South Wales,Quarterly,2020-Q4,4022460
Males,All ages,New South Wales,Quarterly,2021-Q1,4022559
Males,All ages,New South Wales,Quarterly,2021-Q2,4025393
Males,All ages,New South Wales,Quarterly,2021-Q3,4024825
Males,All ages,New South Wales,Quarterly,2021-Q4,4035537
Males,All ages,New South Wales,Quarterly,2022-Q1,4053658
Males,All ages,New South Wales,Quarterly,2022-Q2,4069207
Males,All ages,New South Wales,Quarterly,2022-Q3,4090263
Males,All ages,New South Wales,Quarterly,2022-Q4,4110669
Males,All ages,New South Wales,Quarterly,2023-Q1,4137998
Males,All ages,New South Wales,Quarterly,2023-Q2,4158499
Males,All ages,New South Wales,Quarterly,2023-Q3,4184214
Males,All ages,New South Wales,Quarterly,2023-Q4,4198713
Females,All ages,Northern Territory,Quarterly,2014-Q1,115725
Females,All ages,Northern Territory,Quarterly,2014-Q2,115815
Females,All ages,Northern Territory,Quarterly,2014-Q3,116165
Females,All ages,Northern Territory,Quarterly,2014-Q4,116011
Females,All ages,Northern Territory,Quarterly,2015-Q1,116319
Females,All ages,Northern Territory,Quarterly,2015-Q2,116778
Females,All ages,Northern Territory,Quarterly,2015-Q3,117084
Females,All ages,Northern Territory,Quarterly,2015-Q4,117123
Females,All ages,Northern Territory,Quarterly,2016-Q1,117561
Females,All ages,Northern Territory,Quarterly,2016-Q2,118002
Females,All ages,Northern Territory,Quarterly,2016-Q3,118422
Females,All ages,Northern Territory,Quarterly,2016-Q4,118539
Females,All ages,Northern Territory,Quarterly,2017-Q1,118850
Females,All ages,Northern Territory,Quarterly,2017-Q2,119308
Females,All ages,Northern Territory,Quarterly,2017-Q3,119647
Females,All ages,Northern Territory,Quarterly,2017-Q4,119577
Females,All ages,Northern Territory,Quarterly,2018-Q1,119709
Females,All ages,Northern Territory,Quarterly,2018-Q2,119874
Females,All ages,Northern Territory,Quarterly,2018-Q3,119997
Females,All ages,Northern Territory,Quarterly,2018-Q4,119812
Females,All ages,Northern Territory,Quarterly,2019-Q1,119952
Females,All ages,Northern Territory,Quarterly,2019-Q2,120270
Females,All ages,Northern Territory,Quarterly,2019-Q3,120673
Females,All ages,Northern Territory,Quarterly,2019-Q4,120727
Females,All ages,Northern Territory,Quarterly,2020-Q1,121219
Females,All ages,Northern Territory,Quarterly,2020-Q2,121415
Females,All ages,Northern Territory,Quarterly,2020-Q3,121622
Females,All ages,Northern Territory,Quarterly,2020-Q4,121772
Females,All ages,Northern Territory,Quarterly,2021-Q1,121982
Females,All ages,Northern Territory,Quarterly,2021-Q2,121985
Females,All ages,Northern Territory,Quarterly,2021-Q3,122384
Females,All ages,Northern Territory,Quarterly,2021-Q4,122807
Females,All ages,Northern Territory,Quarterly,2022-Q1,123629
Females,All ages,Northern Territory,Quarterly,2022-Q2,123966
Females,All ages,Northern Territory,Quarterly,2022-Q3,124496
Females,All ages,Northern Territory,Quarterly,2022-Q4,124850
Females,All ages,Northern Territory,Quarterly,2023-Q1,125284
Females,All ages,Northern Territory,Quarterly,2023-Q2,125626
Females,All ages,Northern Territory,Quarterly,2023-Q3,125994
Females,All ages,Northern Territory,Quarterly,2023-Q4,126193
Persons,All ages,Northern Territory,Quarterly,2014-Q1,242790
Persons,All ages,Northern Territory,Quarterly,2014-Q2,242894
Persons,All ages,Northern Territory,Quarterly,2014-Q3,243201
Persons,All ages,Northern Territory,Quarterly,2014-Q4,242753
Persons,All ages,Northern Territory,Quarterly,2015-Q1,243059
Persons,All ages,Northern Territory,Quarterly,2015-Q2,244692
Persons,All ages,Northern Territory,Quarterly,2015-Q3,244570
Persons,All ages,Northern Territory,Quarterly,2015-Q4,244090
Persons,All ages,Northern Territory,Quarterly,2016-Q1,244627
Persons,All ages,Northern Territory,Quarterly,2016-Q2,245678
Persons,All ages,Northern Territory,Quarterly,2016-Q3,246443
Persons,All ages,Northern Territory,Quarterly,2016-Q4,246065
Persons,All ages,Northern Territory,Quarterly,2017-Q1,246231
Persons,All ages,Northern Territory,Quarterly,2017-Q2,247412
Persons,All ages,Northern Territory,Quarterly,2017-Q3,247514
Persons,All ages,Northern Territory,Quarterly,2017-Q4,246862
Persons,All ages,Northern Territory,Quarterly,2018-Q1,246674
Persons,All ages,Northern Territory,Quarterly,2018-Q2,247095
Persons,All ages,Northern Territory,Quarterly,2018-Q3,247006
Persons,All ages,Northern Territory,Quarterly,2018-Q4,245920
Persons,All ages,Northern Territory,Quarterly,2019-Q1,246016
Persons,All ages,Northern Territory,Quarterly,2019-Q2,246559
Persons,All ages,Northern Territory,Quarterly,2019-Q3,246677
Persons,All ages,Northern Territory,Quarterly,2019-Q4,246213
Persons,All ages,Northern Territory,Quarterly,2020-Q1,246969
Persons,All ages,Northern Territory,Quarterly,2020-Q2,247428
Persons,All ages,Northern Territory,Quarterly,2020-Q3,247755
Persons,All ages,Northern Territory,Quarterly,2020-Q4,247819
Persons,All ages,Northern Territory,Quarterly,2021-Q1,248185
Persons,All ages,Northern Territory,Quarterly,2021-Q2,248151
Persons,All ages,Northern Territory,Quarterly,2021-Q3,249465
Persons,All ages,Northern Territory,Quarterly,2021-Q4,250500
Persons,All ages,Northern Territory,Quarterly,2022-Q1,252107
Persons,All ages,Northern Territory,Quarterly,2022-Q2,253100
Persons,All ages,Northern Territory,Quarterly,2022-Q3,254404
Persons,All ages,Northern Territory,Quarterly,2022-Q4,255294
Persons,All ages,Northern Territory,Quarterly,2023-Q1,256466
Persons,All ages,Northern Territory,Quarterly,2023-Q2,257508
Persons,All ages,Northern Territory,Quarterly,2023-Q3,258543
Persons,All ages,Northern Territory,Quarterly,2023-Q4,259143
Males,All ages,Northern Territory,Quarterly,2014-Q1,127065
Males,All ages,Northern Territory,Quarterly,2014-Q2,127079
Males,All ages,Northern Territory,Quarterly,2014-Q3,127036
Males,All ages,Northern Territory,Quarterly,2014-Q4,126742
Males,All ages,Northern Territory,Quarterly,2015-Q1,126740
Males,All ages,Northern Territory,Quarterly,2015-Q2,127914
Males,All ages,Northern Territory,Quarterly,2015-Q3,127486
Males,All ages,Northern Territory,Quarterly,2015-Q4,126967
Males,All ages,Northern Territory,Quarterly,2016-Q1,127066
Males,All ages,Northern Territory,Quarterly,2016-Q2,127676
Males,All ages,Northern Territory,Quarterly,2016-Q3,128021
Males,All ages,Northern Territory,Quarterly,2016-Q4,127526
Males,All ages,Northern Territory,Quarterly,2017-Q1,127381
Males,All ages,Northern Territory,Quarterly,2017-Q2,128104
Males,All ages,Northern Territory,Quarterly,2017-Q3,127867
Males,All ages,Northern Territory,Quarterly,2017-Q4,127285
Males,All ages,Northern Territory,Quarterly,2018-Q1,126965
Males,All ages,Northern Territory,Quarterly,2018-Q2,127221
Males,All ages,Northern Territory,Quarterly,2018-Q3,127009
Males,All ages,Northern Territory,Quarterly,2018-Q4,126108
Males,All ages,Northern Territory,Quarterly,2019-Q1,126064
Males,All ages,Northern Territory,Quarterly,2019-Q2,126289
Males,All ages,Northern Territory,Quarterly,2019-Q3,126004
Males,All ages,Northern Territory,Quarterly,2019-Q4,125486
Males,All ages,Northern Territory,Quarterly,2020-Q1,125750
Males,All ages,Northern Territory,Quarterly,2020-Q2,126013
Males,All ages,Northern Territory,Quarterly,2020-Q3,126133
Males,All ages,Northern Territory,Quarterly,2020-Q4,126047
Males,All ages,Northern Territory,Quarterly,2021-Q1,126203
Males,All ages,Northern Territory,Quarterly,2021-Q2,126166
Males,All ages,Northern Territory,Quarterly,2021-Q3,127081
Males,All ages,Northern Territory,Quarterly,2021-Q4,127693
Males,All ages,Northern Territory,Quarterly,2022-Q1,128478
Males,All ages,Northern Territory,Quarterly,2022-Q2,129134
Males,All ages,Northern Territory,Quarterly,2022-Q3,129908
Males,All ages,Northern Territory,Quarterly,2022-Q4,130444
Males,All ages,Northern Territory,Quarterly,2023-Q1,131182
Males,All ages,Northern Territory,Quarterly,2023-Q2,131882
Males,All ages,Northern Territory,Quarterly,2023-Q3,132549
Males,All ages,Northern Territory,Quarterly,2023-Q4,132950
Males,All ages,Queensland,Quarterly,2014-Q1,2343145
Males,All ages,Queensland,Quarterly,2014-Q2,2349563
Males,All ages,Queensland,Quarterly,2014-Q3,2356039
Males,All ages,Queensland,Quarterly,2014-Q4,2361282
Males,All ages,Queensland,Quarterly,2015-Q1,2368799
Males,All ages,Queensland,Quarterly,2015-Q2,2374439
Males,All ages,Queensland,Quarterly,2015-Q3,2380319
Males,All ages,Queensland,Quarterly,2015-Q4,2385347
Males,All ages,Queensland,Quarterly,2016-Q1,2394996
Males,All ages,Queensland,Quarterly,2016-Q2,2403173
Males,All ages,Queensland,Quarterly,2016-Q3,2412647
Males,All ages,Queensland,Quarterly,2016-Q4,2421215
Males,All ages,Queensland,Quarterly,2017-Q1,2433121
Males,All ages,Queensland,Quarterly,2017-Q2,2443150
Males,All ages,Queensland,Quarterly,2017-Q3,2451354
Males,All ages,Queensland,Quarterly,2017-Q4,2458389
Males,All ages,Queensland,Quarterly,2018-Q1,2470827
Males,All ages,Queensland,Quarterly,2018-Q2,2481008
Males,All ages,Queensland,Quarterly,2018-Q3,2491065
Males,All ages,Queensland,Quarterly,2018-Q4,2499842
Males,All ages,Queensland,Quarterly,2019-Q1,2512158
Males,All ages,Queensland,Quarterly,2019-Q2,2521333
Males,All ages,Queensland,Quarterly,2019-Q3,2531632
Males,All ages,Queensland,Quarterly,2019-Q4,2540680
Males,All ages,Queensland,Quarterly,2020-Q1,2552655
Males,All ages,Queensland,Quarterly,2020-Q2,2558538
Males,All ages,Queensland,Quarterly,2020-Q3,2562449
Males,All ages,Queensland,Quarterly,2020-Q4,2568499
Males,All ages,Queensland,Quarterly,2021-Q1,2576494
Males,All ages,Queensland,Quarterly,2021-Q2,2585543
Males,All ages,Queensland,Quarterly,2021-Q3,2592511
Males,All ages,Queensland,Quarterly,2021-Q4,2601798
Males,All ages,Queensland,Quarterly,2022-Q1,2617810
Males,All ages,Queensland,Quarterly,2022-Q2,2630783
Males,All ages,Queensland,Quarterly,2022-Q3,2645698
Males,All ages,Queensland,Quarterly,2022-Q4,2662454
Males,All ages,Queensland,Quarterly,2023-Q1,2681859
Males,All ages,Queensland,Quarterly,2023-Q2,2699135
Males,All ages,Queensland,Quarterly,2023-Q3,2717323
Males,All ages,Queensland,Quarterly,2023-Q4,2732292
Females,All ages,Queensland,Quarterly,2014-Q1,2362042
Females,All ages,Queensland,Quarterly,2014-Q2,2370090
Females,All ages,Queensland,Quarterly,2014-Q3,2378574
Females,All ages,Queensland,Quarterly,2014-Q4,2385981
Females,All ages,Queensland,Quarterly,2015-Q1,2395640
Females,All ages,Queensland,Quarterly,2015-Q2,2403253
Females,All ages,Queensland,Quarterly,2015-Q3,2411201
Females,All ages,Queensland,Quarterly,2015-Q4,2419586
Females,All ages,Queensland,Quarterly,2016-Q1,2431542
Females,All ages,Queensland,Quarterly,2016-Q2,2441979
Females,All ages,Queensland,Quarterly,2016-Q3,2452656
Females,All ages,Queensland,Quarterly,2016-Q4,2461724
Females,All ages,Queensland,Quarterly,2017-Q1,2473249
Females,All ages,Queensland,Quarterly,2017-Q2,2483230
Females,All ages,Queensland,Quarterly,2017-Q3,2493775
Females,All ages,Queensland,Quarterly,2017-Q4,2502576
Females,All ages,Queensland,Quarterly,2018-Q1,2515128
Females,All ages,Queensland,Quarterly,2018-Q2,2525615
Females,All ages,Queensland,Quarterly,2018-Q3,2536478
Females,All ages,Queensland,Quarterly,2018-Q4,2546592
Females,All ages,Queensland,Quarterly,2019-Q1,2558148
Females,All ages,Queensland,Quarterly,2019-Q2,2567514
Females,All ages,Queensland,Quarterly,2019-Q3,2578908
Females,All ages,Queensland,Quarterly,2019-Q4,2589061
Females,All ages,Queensland,Quarterly,2020-Q1,2601650
Females,All ages,Queensland,Quarterly,2020-Q2,2607075
Females,All ages,Queensland,Quarterly,2020-Q3,2610622
Females,All ages,Queensland,Quarterly,2020-Q4,2615830
Females,All ages,Queensland,Quarterly,2021-Q1,2623054
Females,All ages,Queensland,Quarterly,2021-Q2,2630271
Females,All ages,Queensland,Quarterly,2021-Q3,2637518
Females,All ages,Queensland,Quarterly,2021-Q4,2647874
Females,All ages,Queensland,Quarterly,2022-Q1,2665669
Females,All ages,Queensland,Quarterly,2022-Q2,2680122
Females,All ages,Queensland,Quarterly,2022-Q3,2696619
Females,All ages,Queensland,Quarterly,2022-Q4,2714224
Females,All ages,Queensland,Quarterly,2023-Q1,2733927
Females,All ages,Queensland,Quarterly,2023-Q2,2751100
Females,All ages,Queensland,Quarterly,2023-Q3,2768651
Females,All ages,Queensland,Quarterly,2023-Q4,2784184
Persons,All ages,Queensland,Quarterly,2014-Q1,4705187
Persons,All ages,Queensland,Quarterly,2014-Q2,4719653
Persons,All ages,Queensland,Quarterly,2014-Q3,4734613
Persons,All ages,Queensland,Quarterly,2014-Q4,4747263
Persons,All ages,Queensland,Quarterly,2015-Q1,4764439
Persons,All ages,Queensland,Quarterly,2015-Q2,4777692
Persons,All ages,Queensland,Quarterly,2015-Q3,4791520
Persons,All ages,Queensland,Quarterly,2015-Q4,4804933
Persons,All ages,Queensland,Quarterly,2016-Q1,4826538
Persons,All ages,Queensland,Quarterly,2016-Q2,4845152
Persons,All ages,Queensland,Quarterly,2016-Q3,4865303
Persons,All ages,Queensland,Quarterly,2016-Q4,4882939
Persons,All ages,Queensland,Quarterly,2017-Q1,4906370
Persons,All ages,Queensland,Quarterly,2017-Q2,4926380
Persons,All ages,Queensland,Quarterly,2017-Q3,4945129
Persons,All ages,Queensland,Quarterly,2017-Q4,4960965
Persons,All ages,Queensland,Quarterly,2018-Q1,4985955
Persons,All ages,Queensland,Quarterly,2018-Q2,5006623
Persons,All ages,Queensland,Quarterly,2018-Q3,5027543
Persons,All ages,Queensland,Quarterly,2018-Q4,5046434
Persons,All ages,Queensland,Quarterly,2019-Q1,5070306
Persons,All ages,Queensland,Quarterly,2019-Q2,5088847
Persons,All ages,Queensland,Quarterly,2019-Q3,5110540
Persons,All ages,Queensland,Quarterly,2019-Q4,5129741
Persons,All ages,Queensland,Quarterly,2020-Q1,5154305
Persons,All ages,Queensland,Quarterly,2020-Q2,5165613
Persons,All ages,Queensland,Quarterly,2020-Q3,5173071
Persons,All ages,Queensland,Quarterly,2020-Q4,5184329
Persons,All ages,Queensland,Quarterly,2021-Q1,5199548
Persons,All ages,Queensland,Quarterly,2021-Q2,5215814
Persons,All ages,Queensland,Quarterly,2021-Q3,5230029
Persons,All ages,Queensland,Quarterly,2021-Q4,5249672
Persons,All ages,Queensland,Quarterly,2022-Q1,5283479
Persons,All ages,Queensland,Quarterly,2022-Q2,5310905
Persons,All ages,Queensland,Quarterly,2022-Q3,5342317
Persons,All ages,Queensland,Quarterly,2022-Q4,5376678
Persons,All ages,Queensland,Quarterly,2023-Q1,5415786
Persons,All ages,Queensland,Quarterly,2023-Q2,5450235
Persons,All ages,Queensland,Quarterly,2023-Q3,5485974
Persons,All ages,Queensland,Quarterly,2023-Q4,5516476
Persons,All ages,South Australia,Quarterly,2014-Q1,1683544
Persons,All ages,South Australia,Quarterly,2014-Q2,1686945
